team,inning,half,outs,batter,action,first,second,third,runs_scored,home_score,visitor_score
Cal-Poly,2,bottom,2,Beesley,singled,1,1,0,1,2,2
Cal-Poly,2,bottom,3,Emmerson,struck out swinging,1,1,0,0,2,2
California,3,top,0,Baker,walked,1,0,0,0,2,2
California,3,top,0,Vaughn,homered,1,0,0,2,2,4
California,3,top,1,Lee,struck out swinging,1,0,0,0,2,4
California,3,top,2,Flower,struck out swinging,1,0,0,0,2,4
California,3,top,3,Holman,struck out looking,1,0,0,0,2,4
Cal-Poly,3,bottom,1,DiCarlo,grounded out,0,0,0,0,2,4
Cal-Poly,3,bottom,1,Wagenseller,singled,1,0,0,0,2,4
Cal-Poly,3,bottom,2,Samuelson,grounded out,0,1,0,0,2,4
Cal-Poly,3,bottom,3,Cabrera,struck out looking,0,1,0,0,2,4
California,4,top,1,Selma,struck out swinging,0,0,0,0,2,4
California,4,top,2,Wezniak,struck out looking,0,0,0,0,2,4
California,4,top,2,McIlwain,singled,1,0,0,0,2,4
California,4,top,2,McIlwain,stole,1,1,0,0,2,4
California,4,top,2,McIlwain,advanced on wild pitch,0,0,0,1,2,5
California,4,top,2,Mack,tripled,0,0,1,0,2,5
California,4,top,2,Mack,pitch,0,0,1,1,2,6
California,4,top,3,Baker,struck out swinging,0,0,1,0,2,6
Cal-Poly,4,bottom,1,Gurnik,flied out,0,0,0,0,2,6
Cal-Poly,4,bottom,2,Cano,grounded out,0,0,0,0,2,6
Cal-Poly,4,bottom,3,Greene,grounded out,0,0,0,0,2,6
California,5,top,0,Vaughn,walked,1,0,0,0,2,6
California,5,top,1,Lee,struck out swinging,1,0,0,0,2,6
California,5,top,1,Vaughn,stole,1,1,0,0,2,6
California,5,top,2,Flower,struck out swinging,1,1,0,0,2,6
California,5,top,3,Holman,struck out looking,1,1,0,0,2,6
Cal-Poly,5,bottom,0,Beesley,singled,1,0,0,0,2,6
Cal-Poly,5,bottom,1,Emmerson,grounded out,1,0,0,0,2,6
Cal-Poly,5,bottom,1,DiCarlo,singled,1,1,0,0,2,6
Cal-Poly,5,bottom,3,Wagenseller,grounded into double play ss,1,1,0,0,2,6
California,6,top,1,Smith,grounded out,0,0,0,0,2,6
California,6,top,1,Wezniak,singled,1,0,0,0,2,6
California,6,top,1,McIlwain,tripled,1,0,1,1,2,7
California,6,top,2,Mack,grounded out,1,0,1,1,2,8
California,6,top,3,Baker,lined out,1,0,1,0,2,8
Cal-Poly,6,bottom,0,Smith,,0,0,0,0,2,8
Cal-Poly,6,bottom,1,Samuelson,grounded out,0,0,0,0,2,8
Cal-Poly,6,bottom,2,Cabrera,struck out swinging,0,0,0,0,2,8
Cal-Poly,6,bottom,3,Gurnik,grounded out,0,0,0,0,2,8
California,7,top,1,Vaughn,struck out swinging,0,0,0,0,2,8
California,7,top,2,Lee,struck out swinging,0,0,0,0,2,8
California,7,top,2,Flower,singled,1,0,0,0,2,8
California,7,top,2,Flower,stole,1,1,0,0,2,8
California,7,top,3,Holman,flied out,1,1,0,0,2,8
Cal-Poly,7,bottom,1,Cano,flied out,0,0,0,0,2,8
Cal-Poly,7,bottom,2,Greene,fouled out,0,0,0,0,2,8
Cal-Poly,7,bottom,2,Beesley,singled,1,0,0,0,2,8
Cal-Poly,7,bottom,2,Emmerson,walked,1,1,0,0,2,8
Cal-Poly,7,bottom,3,DiCarlo,struck out swinging,1,1,0,0,2,8
California,8,top,0,Smith,walked,1,0,0,0,2,8
California,8,top,2,Wezniak,swinging,1,0,0,0,2,8
California,8,top,3,McIlwain,flied out,1,0,0,0,2,8
Cal-Poly,8,bottom,1,Wagenseller,flied out,0,0,0,0,2,8
Cal-Poly,8,bottom,2,Taylor,grounded out,0,0,0,0,2,8
Cal-Poly,8,bottom,3,Cabrera,struck out looking,0,0,0,0,2,8
California,9,top,0,Emmerson,,0,0,0,0,2,8
California,9,top,0,Mackay,,0,0,0,0,2,8
California,9,top,1,Mack,flied out,0,0,0,0,2,8
California,9,top,2,Baker,struck out swinging,0,0,0,0,2,8
California,9,top,2,Vaughn,singled,1,0,0,0,2,8
California,9,top,2,Lee,walked,1,1,0,0,2,8
California,9,top,2,Lee,advanced on wild pitch,0,1,1,0,2,8
California,9,top,2,Flower,walked,1,1,1,0,2,8
California,9,top,2,Holman,singled,1,0,1,2,2,10
California,9,top,2,Henderson,pinch ran for Holman.,1,0,1,0,2,10
California,9,top,3,Smith,grounded out,1,0,1,0,2,10
Cal-Poly,9,bottom,1,Gurnik,flied out,0,0,0,0,2,10
Cal-Poly,9,bottom,2,Cano,grounded out,0,0,0,0,2,10
Cal-Poly,9,bottom,3,Greene,grounded out,0,0,0,0,2,10
California,1,top,0,Baker,walked.,1,0,0,0,0,0
California,1,top,0,Vaughn,singled,0,1,0,0,0,0
California,1,top,1,Lee,grounded out,0,0,1,0,0,0
California,1,top,2,Flower,singled,0,0,0,1,0,1
California,1,top,3,Holman,struck out looking.,0,0,0,0,0,1
Cal-Poly,1,bottom,1,Cano,grounded out,0,0,0,0,0,1
Cal-Poly,1,bottom,1,Greene,singled,1,0,0,0,0,1
Cal-Poly,1,bottom,1,Beesley,advanced on wild pitch,0,1,0,0,0,1
Cal-Poly,1,bottom,1,DiCarlo,singled,0,0,0,1,1,1
Cal-Poly,1,bottom,1,DiCarlo,advanced on wild pitch,0,0,1,0,1,1
Cal-Poly,1,bottom,2,Wagenseller,struck out swinging.,0,0,1,0,1,1
Cal-Poly,1,bottom,2,Cabrera,walked.,1,0,1,0,1,1
Cal-Poly,1,bottom,2,Samuelson,doubled,1,0,1,1,2,1
Cal-Poly,1,bottom,3,Emmerson,grounded out,1,0,1,0,2,1
California,2,top,0,Wezniak,walked.,1,0,0,0,2,1
California,2,top,1,Smith,flied out,1,0,0,0,2,1
California,2,top,2,McIlwain,flied out,1,0,0,0,2,1
California,2,top,3,Mack,grounded out,1,0,0,0,2,1
Cal-Poly,2,bottom,1,Gurnik,struck out swinging.,0,0,0,0,2,1
Cal-Poly,2,bottom,2,Cano,flied out,0,0,0,0,2,1
Cal-Poly,2,bottom,2,Greene,singled,1,0,0,0,2,1
Cal-Poly,2,bottom,3,Beesley,popped up,1,0,0,0,2,1
California,3,top,1,Baker,grounded out,0,0,0,0,2,1
California,3,top,1,Vaughn,doubled,0,1,0,0,2,1
California,3,top,2,Lee,grounded out,0,1,0,0,2,1
California,3,top,2,Flower,doubled,0,1,0,1,2,2
California,3,top,3,Holman,struck out swinging.,0,1,0,0,2,2
Cal-Poly,3,bottom,1,DiCarlo,struck out looking.,0,0,0,0,2,2
Cal-Poly,3,bottom,2,Wagenseller,popped up,0,0,0,0,2,2
Cal-Poly,3,bottom,3,Cabrera,struck out swinging.,0,0,0,0,2,2
California,4,top,1,Wezniak,struck out swinging.,0,0,0,0,2,2
California,4,top,1,Smith,walked.,1,0,0,0,2,2
California,4,top,1,Smith,stole,1,1,0,0,2,2
California,4,top,2,McIlwain,struck out swinging.,1,1,0,0,2,2
California,4,top,3,Mack,grounded out,1,1,0,0,2,2
Cal-Poly,4,bottom,1,Samuelson,grounded out,0,0,0,0,2,2
Cal-Poly,4,bottom,2,Emmerson,struck out swinging.,0,0,0,0,2,2
Cal-Poly,4,bottom,2,Gurnik,doubled,0,1,0,0,2,2
Cal-Poly,4,bottom,3,Cano,grounded out,0,1,0,0,2,2
California,5,top,1,Baker,grounded out,0,0,0,0,2,2
California,5,top,1,Vaughn,singled,1,0,0,0,2,2
California,5,top,1,Vaughn,advanced on wild pitch,0,1,0,0,2,2
California,5,top,2,Lee,struck out looking.,0,1,0,0,2,2
California,5,top,3,Flower,struck out looking.,0,1,0,0,2,2
Cal-Poly,5,bottom,0,Greene,walked.,1,0,0,0,2,2
Cal-Poly,5,bottom,1,Beesley,fouled out,1,0,0,0,2,2
Cal-Poly,5,bottom,2,DiCarlo,struck out swinging.,1,0,0,0,2,2
Cal-Poly,5,bottom,2,Taylor,advanced on wild pitch,0,1,0,0,2,2
Cal-Poly,5,bottom,2,Taylor,advanced on wild pitch,0,0,1,0,2,2
Cal-Poly,5,bottom,2,Cabrera,walked.,1,0,1,0,2,2
Cal-Poly,5,bottom,3,Samuelson,flied out,1,0,1,0,2,2
California,6,top,0,Holman,walked.,1,0,0,0,2,2
California,6,top,0,Wezniak,singled,0,1,0,0,2,2
California,6,top,0,Smith,advanced on wild pitch,0,0,1,0,2,2
California,6,top,2,McIlwain,flied into double play lf,0,0,1,1,2,3
California,6,top,2,Mack,2b,0,0,1,0,2,3
California,6,top,2,Baker,walked.,1,0,1,0,2,3
California,6,top,2,Vaughn,singled,0,0,0,1,2,4
California,6,top,3,Lee,grounded out,0,0,0,0,2,4
Cal-Poly,6,bottom,1,Emmerson,lined out,0,0,0,0,2,4
Cal-Poly,6,bottom,1,Gurnik,singled,1,0,0,0,2,4
Cal-Poly,6,bottom,2,Cano,flied out,1,0,0,0,2,4
Cal-Poly,6,bottom,3,Gurnik,out at second c,1,0,0,0,2,4
California,7,top,1,Flower,lined out,0,0,0,0,2,4
California,7,top,2,Holman,struck out swinging.,0,0,0,0,2,4
California,7,top,3,Wezniak,grounded out,0,0,0,0,2,4
Cal-Poly,7,bottom,0,Greene,walked.,1,0,0,0,2,4
Cal-Poly,7,bottom,0,Beesley,singled,0,1,0,0,2,4
Cal-Poly,7,bottom,0,Beesley,advanced on wild pitch,0,0,1,0,2,4
Cal-Poly,7,bottom,1,DiCarlo,reached on a fielder's choice,0,0,0,0,2,4
Cal-Poly,7,bottom,2,Taylor,struck out swinging.,0,0,0,0,2,4
Cal-Poly,7,bottom,3,Cabrera,struck out looking.,0,0,0,0,2,4
California,8,top,1,Smith,flied out,0,0,0,0,2,4
California,8,top,2,McIlwain,grounded out,0,0,0,0,2,4
California,8,top,3,Mack,struck out swinging.,0,0,0,0,2,4
Cal-Poly,8,bottom,1,Samuelson,struck out looking.,0,0,0,0,2,4
Cal-Poly,8,bottom,2,Emmerson,grounded out,0,0,0,0,2,4
Cal-Poly,8,bottom,2,Gurnik,singled,1,0,0,0,2,4
Cal-Poly,8,bottom,3,Cano,flied out,1,0,0,0,2,4
California,9,top,0,Baker,singled,1,0,0,0,2,4
California,9,top,0,Vaughn,advanced on wild pitch,0,1,0,0,2,4
California,9,top,2,Lee,grounded into double play 2b,0,0,1,0,2,4
California,9,top,3,Flower,struck out swinging.,0,0,1,0,2,4
Cal-Poly,9,bottom,1,Greene,grounded out,0,0,0,0,2,4
Cal-Poly,9,bottom,2,Beesley,struck out swinging.,0,0,0,0,2,4
Cal-Poly,9,bottom,3,DiCarlo,struck out swinging.,0,0,0,0,2,4
California,1,top,1,Baker,flied out,0,0,0,0,0,0
California,1,top,2,Vaughn,struck out looking,0,0,0,0,0,0
California,1,top,3,Lee,grounded out,0,0,0,0,0,0
Cal-Poly,1,bottom,1,Greene,grounded out,0,0,0,0,0,0
Cal-Poly,1,bottom,2,Gurnik,grounded out,0,0,0,0,0,0
Cal-Poly,1,bottom,3,Beesley,fouled out,0,0,0,0,0,0
California,2,top,1,Flower,grounded out,0,0,0,0,0,0
California,2,top,3,Lagattuta,swinging,0,0,0,0,0,0
Cal-Poly,2,bottom,1,Eden,flied out,0,0,0,0,0,0
Cal-Poly,2,bottom,2,DiCarlo,grounded out,0,0,0,0,0,0
Cal-Poly,2,bottom,3,Samuelson,flied out,0,0,0,0,0,0
California,3,top,0,Mackay,singled,1,0,0,0,0,0
California,3,top,0,Cabrera,walked,1,1,0,0,0,0
California,3,top,1,Emmerson,out at first 1b,1,1,0,0,0,0
California,3,top,2,Wezniak,lined out,1,1,0,0,0,0
California,3,top,3,McIlwain,flied out,1,1,0,0,0,0
Cal-Poly,3,bottom,1,Smith,flied out,0,0,0,0,0,0
Cal-Poly,3,bottom,2,Cano,flied out,0,0,0,0,0,0
Cal-Poly,3,bottom,2,Greene,doubled,0,1,0,0,0,0
Cal-Poly,3,bottom,2,Gurnik,singled,1,0,1,0,0,0
Cal-Poly,3,bottom,3,Beesley,flied out,1,0,1,0,0,0
California,4,top,0,Gurnik,advanced on wild pitch,0,1,0,0,0,0
California,4,top,1,DiCarlo,fouled out,0,1,0,0,0,0
California,4,top,2,Baker,struck out swinging,0,1,0,0,0,0
California,4,top,3,Vaughn,flied out,0,1,0,0,0,0
Cal-Poly,4,bottom,1,Lee,grounded out,0,0,0,0,0,0
Cal-Poly,4,bottom,2,Samuelson,grounded out,0,0,0,0,0,0
Cal-Poly,4,bottom,2,Mackay,singled,1,0,0,0,0,0
Cal-Poly,4,bottom,2,Cabrera,singled,1,0,1,0,0,0
Cal-Poly,4,bottom,3,Emmerson,reached on a fielder's choice,0,1,0,0,0,0
California,5,top,2,Cano,swinging,0,0,0,0,0,0
California,5,top,3,Flower,grounded out,0,0,0,0,0,0
Cal-Poly,5,bottom,0,Lagattuta,singled,1,0,0,0,0,0
Cal-Poly,5,bottom,1,Eden,flied out,1,0,0,0,0,0
Cal-Poly,5,bottom,1,Cabrera,crashing into wall,1,0,0,0,0,0
Cal-Poly,5,bottom,2,Wezniak,reached on a fielder's choice,1,0,0,0,0,0
Cal-Poly,5,bottom,3,Greene,grounded out,1,0,0,0,0,0
California,6,top,1,Gurnik,grounded out,0,0,0,0,0,0
California,6,top,2,Beesley,flied out,0,0,0,0,0,0
California,6,top,3,McIlwain,flied out,0,0,0,0,0,0
Cal-Poly,6,bottom,0,,fly ball,0,0,0,0,0,0
Cal-Poly,6,bottom,0,Smith,walked,1,0,0,0,0,0
Cal-Poly,6,bottom,1,Baker,grounded out,0,1,0,0,0,0
Cal-Poly,6,bottom,1,Vaughn,intentionally walked.,1,1,0,0,0,0
Cal-Poly,6,bottom,2,Lee,reached on a fielder's choice,1,1,0,0,0,0
Cal-Poly,6,bottom,3,DiCarlo,struck out swinging,1,1,0,0,0,0
California,7,top,0,Samuelson,walked,1,0,0,0,0,0
California,7,top,0,Mackay,hit by pitch,1,1,0,0,0,0
California,7,top,0,Cabrera,singled,1,1,0,1,0,1
California,7,top,0,Emmerson,walked,1,1,1,0,0,1
California,7,top,1,Cano,reached on a fielder's choice,0,0,0,2,0,3
California,7,top,2,Greene,flied out,0,0,0,0,0,3
California,7,top,3,Flower,grounded out,0,0,0,0,0,3
Cal-Poly,7,bottom,1,Lagattuta,flied out,0,0,0,0,0,3
Cal-Poly,7,bottom,2,Eden,grounded out,0,0,0,0,0,3
Cal-Poly,7,bottom,3,Gurnik,grounded out,0,0,0,0,0,3
California,8,top,1,Beesley,flied out,0,0,0,0,0,3
California,8,top,1,DiCarlo,walked,1,0,0,0,0,3
California,8,top,2,Samuelson,flied out,1,0,0,0,0,3
California,8,top,2,Wezniak,singled,1,0,0,0,0,3
California,8,top,2,McIlwain,singled,1,1,0,0,0,3
California,8,top,2,Smith,hit by pitch,1,1,1,0,0,3
California,8,top,3,Baker,out at first 1b,0,1,1,1,0,4
Cal-Poly,8,bottom,0,Vaughn,intentionally walked.,1,0,0,0,0,4
Cal-Poly,8,bottom,0,Lee,doubled,0,1,1,2,2,4
Cal-Poly,8,bottom,1,Flower,reached on a fielder's choice,0,0,1,0,2,4
Cal-Poly,8,bottom,1,Mack,walked,1,1,0,0,2,4
Cal-Poly,8,bottom,2,Eden,flied out,1,1,0,0,2,4
Cal-Poly,8,bottom,2,Mackay,singled,1,1,0,0,2,4
Cal-Poly,8,bottom,2,Wagenseller,pinch ran for Mackay.,1,1,0,0,2,4
Cal-Poly,8,bottom,3,Cabrera,out at first 1b,0,1,0,0,2,4
California,9,top,1,Emmerson,grounded out,0,0,1,0,2,4
California,9,top,1,Cano,walked,1,0,1,0,2,4
California,9,top,2,Greene,grounded out,1,0,1,0,2,4
California,9,top,2,Wezniak,reached on a fielding error by ss,1,0,1,0,2,4
California,9,top,2,McIlwain,walked,1,1,0,0,2,4
California,9,top,4,Smith,lined into double play 3b,1,1,0,0,2,4
Cal-Poly,9,bottom,0,Baker,singled,1,1,0,0,2,4
Cal-Poly,9,bottom,0,Vaughn,advanced on wild pitch,1,1,1,0,2,4
Cal-Poly,9,bottom,0,Lee,singled,0,0,1,2,4,4
Cal-Poly,9,bottom,0,Flower,walked,1,0,1,0,4,4
Cal-Poly,9,bottom,1,Mack,flied out,1,0,1,0,4,4
Cal-Poly,9,bottom,2,Gurnik,struck out swinging,1,0,1,0,4,4
Cal-Poly,9,bottom,2,Beesley,doubled,1,1,1,0,4,4
Cal-Poly,9,bottom,3,DiCarlo,struck out looking,1,1,1,0,4,4
California,10,top,0,Samuelson,hit by pitch,1,0,0,0,4,4
California,10,top,1,Wagenseller,reached on a fielder's choice,1,0,0,0,4,4
CSU-Bakersfield,1,top,0,"Barba,N",walked,1,0,0,0,0,0
CSU-Bakersfield,1,top,1,"Picketts,W",struck out looking,1,0,0,0,0,0
CSU-Bakersfield,1,top,2,"Koch,R",flied out,1,0,0,0,0,0
CSU-Bakersfield,1,top,3,"Barba,N",out at second p,1,0,0,0,0,0
Cal-Poly,1,bottom,0,Cabrera,walked,1,0,0,0,0,0
Cal-Poly,1,bottom,1,Greene,grounded out,0,1,0,0,0,0
Cal-Poly,1,bottom,2,Beesley,flied out,0,1,0,0,0,0
Cal-Poly,1,bottom,2,Samuelson,walked,1,1,1,0,0,0
Cal-Poly,1,bottom,3,Mackay,struck out looking,1,1,1,0,0,0
CSU-Bakersfield,2,top,0,"Valletta,C",walked,1,0,0,0,0,0
CSU-Bakersfield,2,top,1,"Rowley,J",grounded out,0,1,0,0,0,0
CSU-Bakersfield,2,top,1,"Ortega,J",walked,1,1,0,0,0,0
CSU-Bakersfield,2,top,2,"Ortega,J",advanced on wild pitch,0,1,0,0,0,0
CSU-Bakersfield,2,top,3,"Oliver,J",flied out,0,1,0,0,0,0
Cal-Poly,2,bottom,1,DiCarlo,flied out,0,0,0,0,0,0
Cal-Poly,2,bottom,1,Sands,singled,1,0,0,0,0,0
Cal-Poly,2,bottom,2,Gurnik,reached on a fielder's choice,1,0,0,0,0,0
Cal-Poly,2,bottom,3,Gurnik,out at second c,1,0,0,0,0,0
CSU-Bakersfield,3,top,1,"Jorgensen,T",struck out swinging,0,0,0,0,0,0
CSU-Bakersfield,3,top,2,"Carrizosa,D",struck out swinging,0,0,0,0,0,0
CSU-Bakersfield,3,top,3,"Barba,N",struck out looking,0,0,0,0,0,0
Cal-Poly,3,bottom,1,Doherty,struck out swinging,0,0,0,0,0,0
Cal-Poly,3,bottom,2,Cabrera,struck out looking,0,0,0,0,0,0
Cal-Poly,3,bottom,3,Greene,flied out,0,0,0,0,0,0
CSU-Bakersfield,4,top,0,"Picketts,W",doubled,0,1,0,0,0,0
CSU-Bakersfield,4,top,1,"Koch,R",fouled out,0,1,0,0,0,0
CSU-Bakersfield,4,top,1,"Picketts,W",advanced on wild pitch,0,0,1,0,0,0
CSU-Bakersfield,4,top,3,"Valletta,C",flied into double play rf,0,0,1,0,0,0
Cal-Poly,4,bottom,1,Picketts,called out on appeal for leaving third base early.,0,0,0,0,0,0
Cal-Poly,4,bottom,2,Beesley,flied out,0,0,0,0,0,0
Cal-Poly,4,bottom,3,Samuelson,flied out,0,0,0,0,0,0
CSU-Bakersfield,5,top,0,Mackay,doubled,0,1,0,0,0,0
CSU-Bakersfield,5,top,1,DiCarlo,grounded out,0,1,0,0,0,0
CSU-Bakersfield,5,top,2,"Rowley,J",grounded out,0,1,0,0,0,0
CSU-Bakersfield,5,top,3,"Ortega,J",grounded out,0,1,0,0,0,0
Cal-Poly,5,bottom,1,"Oliver,J",flied out,0,0,0,0,0,0
Cal-Poly,5,bottom,2,Sands,grounded out,0,0,0,0,0,0
Cal-Poly,5,bottom,3,Gurnik,flied out,0,0,0,0,0,0
CSU-Bakersfield,6,top,0,Doherty,walked,1,0,0,0,0,0
CSU-Bakersfield,6,top,0,Cabrera,walked,1,1,0,0,0,0
CSU-Bakersfield,6,top,0,Greene,singled,1,0,1,1,0,1
CSU-Bakersfield,6,top,1,Beesley,flied out,1,0,1,0,0,1
CSU-Bakersfield,6,top,1,"Jorgensen,T",walked,1,0,1,0,0,1
CSU-Bakersfield,6,top,1,"Jorgensen,T",advanced on wild pitch,0,1,0,0,0,1
CSU-Bakersfield,6,top,1,"Carrizosa,D",hit by pitch,1,1,0,0,0,1
CSU-Bakersfield,6,top,2,"Barba,N",struck out swinging,1,1,0,0,0,1
CSU-Bakersfield,6,top,3,Barba,fouled off bunt attempt on 0-2 pitch for strikeout.,1,1,0,0,0,1
Cal-Poly,6,bottom,2,"Picketts,W",infield fly double play lf,0,1,0,0,0,1
Cal-Poly,6,bottom,4,Picketts,fly,0,1,0,0,0,1
CSU-Bakersfield,7,top,1,Samuelson,struck out looking,0,0,0,0,0,1
CSU-Bakersfield,7,top,2,Mackay,struck out swinging,0,0,0,0,0,1
CSU-Bakersfield,7,top,2,DiCarlo,doubled,0,1,0,0,0,1
CSU-Bakersfield,7,top,2,Sands,singled,1,1,0,1,0,2
CSU-Bakersfield,7,top,3,Gurnik,fouled out,1,1,0,0,0,2
Cal-Poly,7,bottom,0,Emmerson,,0,0,0,0,0,2
Cal-Poly,7,bottom,1,"Koch,R",struck out looking,0,0,0,0,0,2
Cal-Poly,7,bottom,2,"Valletta,C",struck out swinging,0,0,0,0,0,2
Cal-Poly,7,bottom,3,"Rowley,J",struck out swinging,0,0,0,0,0,2
CSU-Bakersfield,8,top,1,Doherty,grounded out,0,0,0,0,0,2
CSU-Bakersfield,8,top,2,Cabrera,struck out swinging,0,0,0,0,0,2
CSU-Bakersfield,8,top,3,Greene,flied out,0,0,0,0,0,2
Cal-Poly,8,bottom,0,"Ortega,J",walked,1,0,0,0,0,2
Cal-Poly,8,bottom,1,"Grossman,N",struck out swinging,1,0,0,0,0,2
Cal-Poly,8,bottom,1,"Jorgensen,T",singled,1,1,0,0,0,2
Cal-Poly,8,bottom,2,"Henderson,D",struck out looking,1,1,0,0,0,2
Cal-Poly,8,bottom,3,"Barba,N",lined out,1,1,0,0,0,2
CSU-Bakersfield,9,top,0,"Grossman,N",,0,0,0,0,0,2
CSU-Bakersfield,9,top,0,"Berkey,E",,0,0,0,0,0,2
CSU-Bakersfield,9,top,1,Beesley,grounded out,0,0,0,0,0,2
CSU-Bakersfield,9,top,1,Samuelson,singled,1,0,0,0,0,2
CSU-Bakersfield,9,top,2,Emmerson,grounded out,0,1,0,0,0,2
CSU-Bakersfield,9,top,3,DiCarlo,lined out,0,1,0,0,0,2
Cal-Poly,9,bottom,1,"Picketts,W",struck out swinging,0,0,0,0,0,2
Cal-Poly,9,bottom,1,"Koch,R",doubled,0,1,0,0,0,2
Cal-Poly,9,bottom,3,"Robles,S",lined into double play 2b,0,1,0,0,0,2
Cal-Poly,1,top,1,Cabrera,flied out,0,0,0,0,0,0
Cal-Poly,1,top,2,Greene,grounded out,0,0,0,0,0,0
Cal-Poly,1,top,3,Beesley,struck out looking,0,0,0,0,0,0
Washington,1,bottom,1,"Ward,B.",grounded out,0,0,0,0,0,0
Washington,1,bottom,2,"Kahle,N.",popped up,0,0,0,0,0,0
Washington,1,bottom,3,"Bramasco,R.",grounded out,0,0,0,0,0,0
Cal-Poly,2,top,0,Samuelson,singled,1,0,0,0,0,0
Cal-Poly,2,top,0,DiCarlo,singled,1,1,0,0,0,0
Cal-Poly,2,top,1,Mackay,grounded out,0,1,1,0,0,0
Cal-Poly,2,top,1,Gurnik,singled,1,0,1,1,0,1
Cal-Poly,2,top,2,Gurnik,out at second c,1,0,1,0,0,1
Cal-Poly,2,top,3,Emmerson,struck out swinging,1,0,1,0,0,1
Washington,2,bottom,1,"Wainhouse,J",struck out swinging,0,0,0,0,0,1
Washington,2,bottom,2,"Blair,C.",grounded out,0,0,0,0,0,1
Washington,2,bottom,3,"Cerrillo,M.",grounded out,0,0,0,0,0,1
Cal-Poly,3,top,1,Doherty,popped up,0,0,0,0,0,1
Cal-Poly,3,top,2,Cabrera,flied out,0,0,0,0,0,1
Cal-Poly,3,top,2,Greene,singled,1,0,0,0,0,1
Cal-Poly,3,top,3,Beesley,flied out,1,0,0,0,0,1
Washington,3,bottom,1,"Schiffer,J.",grounded out,0,0,0,0,0,1
Washington,3,bottom,1,"Hsue,N.",singled,1,0,0,0,0,1
Washington,3,bottom,2,"Roberts,N.",grounded out,0,1,0,0,0,1
Washington,3,bottom,2,"Ward,B.",walked,1,1,0,0,0,1
Washington,3,bottom,2,"Ward,B.",advanced on wild pitch,0,1,1,0,0,1
Washington,3,bottom,2,"Kahle,N.",doubled,0,1,1,2,2,1
Washington,3,bottom,3,"Bramasco,R.",singled,1,0,0,0,2,1
Cal-Poly,4,top,0,Samuelson,singled,1,0,0,0,2,1
Cal-Poly,4,top,2,DiCarlo,grounded into double play 2b,1,0,0,0,2,1
Cal-Poly,4,top,3,Mackay,grounded out,1,0,0,0,2,1
Washington,4,bottom,1,"Wainhouse,J",struck out swinging,0,0,0,0,2,1
Washington,4,bottom,2,"Blair,C.",struck out looking,0,0,0,0,2,1
Washington,4,bottom,3,"Cerrillo,M.",struck out swinging,0,0,0,0,2,1
Cal-Poly,5,top,1,Gurnik,grounded out,0,0,0,0,2,1
Cal-Poly,5,top,1,Emmerson,walked,1,0,0,0,2,1
Cal-Poly,5,top,1,Doherty,singled,1,1,0,0,2,1
Cal-Poly,5,top,2,Cabrera,lined out,1,1,0,0,2,1
Cal-Poly,5,top,2,Greene,2b,0,0,0,2,2,3
Cal-Poly,5,top,2,Beesley,walked,1,0,0,0,2,3
Cal-Poly,5,top,3,Samuelson,reached on a fielder's choice,1,0,0,0,2,3
Washington,5,bottom,1,"Schiffer,J.",lined out,0,0,0,0,2,3
Washington,5,bottom,1,"Hsue,N.",singled,1,0,0,0,2,3
Washington,5,bottom,2,"Roberts,N.",struck out swinging,1,1,0,0,2,3
Washington,5,bottom,4,"Ward,B.",swinging,1,1,0,0,2,3
Cal-Poly,6,top,0,DiCarlo,singled,1,0,0,0,2,3
Cal-Poly,6,top,1,Mackay,struck out looking,1,0,0,0,2,3
Cal-Poly,6,top,2,Gurnik,popped up,1,0,0,0,2,3
Cal-Poly,6,top,3,Emmerson,flied out,1,0,0,0,2,3
Washington,6,bottom,0,"Kahle,N.",walked,1,0,0,0,2,3
Washington,6,bottom,0,"Kahle,N.",advanced on wild pitch,0,1,0,0,2,3
Washington,6,bottom,0,"Bramasco,R.",walked,1,1,0,0,2,3
Washington,6,bottom,0,"Wainhouse,J",Bramasco,0,0,1,1,3,3
Washington,6,bottom,0,"Blair,C.",choice,0,1,0,1,4,3
Washington,6,bottom,0,"Blair,C.",advanced on wild pitch,0,1,1,0,4,3
Washington,6,bottom,0,"Cerrillo,M.",doubled,0,1,1,2,6,3
Washington,6,bottom,1,"Schiffer,J.",lined out,0,1,1,0,6,3
Washington,6,bottom,1,"Hsue,N.",walked,1,1,1,0,6,3
Washington,6,bottom,1,"Hsue,N.",advanced on wild pitch,0,1,1,0,6,3
Washington,6,bottom,1,"Roberts,N.",singled,1,0,1,1,7,3
Washington,6,bottom,2,"Ward,B.",choice,1,0,1,1,8,3
Washington,6,bottom,2,"Kahle,N.",walked,1,1,0,0,8,3
Washington,6,bottom,3,"Bramasco,R.",reached on a fielder's choice,1,1,0,0,8,3
Cal-Poly,7,top,1,Doherty,flied out,0,0,0,0,8,3
Cal-Poly,7,top,2,Cabrera,struck out swinging,0,0,0,0,8,3
Cal-Poly,7,top,3,Greene,grounded out,0,0,0,0,8,3
Washington,7,bottom,0,Taylor,,0,0,0,0,8,3
Washington,7,bottom,0,Cano,,0,0,0,0,8,3
Washington,7,bottom,0,"Wainhouse,J",homered,0,0,0,1,9,3
Washington,7,bottom,1,"Blair,C.",flied out,0,0,0,0,9,3
Washington,7,bottom,2,"Cerrillo,M.",grounded out,0,0,0,0,9,3
